DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1886,Trospium,DDInter365,Chlorthalidone,Minor
DDInter366,Chlorzoxazone,DDInter601,Dronabinol,Moderate
DDInter366,Chlorzoxazone,DDInter1197,Metoclopramide,Moderate
DDInter1245,Morphine (liposomal),DDInter366,Chlorzoxazone,Major
DDInter366,Chlorzoxazone,DDInter1253,Nabilone,Moderate
DDInter366,Chlorzoxazone,DDInter1263,Naltrexone,Moderate
DDInter366,Chlorzoxazone,DDInter1344,Opium,Moderate
DDInter366,Chlorzoxazone,DDInter1665,Sibutramine,Moderate
DDInter393,Clarithromycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter734,Fidaxomicin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1004,Kanamycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1055,Levofloxacin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1224,Minocycline,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1277,Neomycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1396,Paromomycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1489,Polymyxin B,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1513,Prednisolone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter1515,Prednisone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter1591,Rifamycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1593,Rifaximin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1713,Streptomycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1783,Tetracycline,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1811,Tinidazole,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter1857,Triamcinolone (ophthalmic),DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter1916,Vancomycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter16,Acetohexamide,DDInter368,Cholestyramine,Moderate
DDInter368,Cholestyramine,DDInter369,Cholic Acid,Moderate
DDInter558,Dihydrotachysterol,DDInter368,Cholestyramine,Moderate
DDInter662,Ergocalciferol,DDInter368,Cholestyramine,Moderate
DDInter825,Glimepiride,DDInter368,Cholestyramine,Moderate
DDInter826,Glipizide,DDInter368,Cholestyramine,Moderate
DDInter831,Glyburide,DDInter368,Cholestyramine,Moderate
DDInter368,Cholestyramine,DDInter1319,Obeticholic acid,Moderate
DDInter1513,Prednisolone,DDInter368,Cholestyramine,Moderate
DDInter1515,Prednisone,DDInter368,Cholestyramine,Moderate
DDInter1675,Simvastatin,DDInter368,Cholestyramine,Moderate
DDInter1783,Tetracycline,DDInter368,Cholestyramine,Minor
DDInter1811,Tinidazole,DDInter368,Cholestyramine,Moderate
DDInter1826,Tolazamide,DDInter368,Cholestyramine,Moderate
DDInter1828,Tolbutamide,DDInter368,Cholestyramine,Moderate
DDInter1881,Troglitazone,DDInter368,Cholestyramine,Moderate
DDInter1916,Vancomycin,DDInter368,Cholestyramine,Moderate
DDInter1941,Vitamin A,DDInter368,Cholestyramine,Moderate
DDInter369,Cholic Acid,DDInter58,Aluminum hydroxide,Moderate
DDInter432,Colesevelam,DDInter369,Cholic Acid,Moderate
DDInter433,Colestipol,DDInter369,Cholic Acid,Moderate
DDInter458,Cyclosporine,DDInter369,Cholic Acid,Moderate
DDInter1442,Phenobarbital,DDInter369,Cholic Acid,Moderate
DDInter369,Cholic Acid,DDInter1588,Ribociclib,Moderate
DDInter1702,Sorafenib,DDInter369,Cholic Acid,Moderate
DDInter1717,Sucralfate,DDInter369,Cholic Acid,Moderate
DDInter1817,Tipranavir,DDInter369,Cholic Acid,Moderate
DDInter16,Acetohexamide,DDInter370,Choline salicylate,Moderate
DDInter58,Aluminum hydroxide,DDInter370,Choline salicylate,Moderate
DDInter271,Calcium carbonate,DDInter370,Choline salicylate,Moderate
DDInter24,Activated charcoal,DDInter370,Choline salicylate,Moderate
DDInter518,Dexfenfluramine,DDInter370,Choline salicylate,Moderate
DDInter519,Dexlansoprazole,DDInter370,Choline salicylate,Minor
DDInter717,Fenfluramine,DDInter370,Choline salicylate,Moderate
DDInter825,Glimepiride,DDInter370,Choline salicylate,Moderate
DDInter826,Glipizide,DDInter370,Choline salicylate,Moderate
DDInter831,Glyburide,DDInter370,Choline salicylate,Moderate
DDInter934,Insulin human,DDInter370,Choline salicylate,Moderate
DDInter929,Insulin aspart (aspart),DDInter370,Choline salicylate,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter370,Choline salicylate,Moderate
DDInter930,Insulin degludec,DDInter370,Choline salicylate,Moderate
DDInter931,Insulin detemir,DDInter370,Choline salicylate,Moderate
DDInter932,Insulin glargine,DDInter370,Choline salicylate,Moderate
DDInter933,Insulin glulisine,DDInter370,Choline salicylate,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter370,Choline salicylate,Moderate
DDInter936,Insulin human (isophane),DDInter370,Choline salicylate,Moderate
DDInter940,Insulin lispro,DDInter370,Choline salicylate,Moderate
DDInter941,Insulin lispro (protamine),DDInter370,Choline salicylate,Moderate
DDInter937,Insulin human (regular),DDInter370,Choline salicylate,Moderate
DDInter939,Insulin human (zinc),DDInter370,Choline salicylate,Moderate
DDInter938,Insulin human (zinc extended),DDInter370,Choline salicylate,Moderate
DDInter1004,Kanamycin,DDInter370,Choline salicylate,Moderate
DDInter1112,Magaldrate,DDInter370,Choline salicylate,Moderate
DDInter1113,Magnesium carbonate,DDInter370,Choline salicylate,Moderate
DDInter1118,Magnesium hydroxide,DDInter370,Choline salicylate,Moderate
DDInter1119,Magnesium oxide,DDInter370,Choline salicylate,Moderate
DDInter1269,Nateglinide,DDInter370,Choline salicylate,Moderate
DDInter1340,Omeprazole,DDInter370,Choline salicylate,Minor
DDInter1498,Potassium citrate,DDInter370,Choline salicylate,Moderate
DDInter1513,Prednisolone,DDInter370,Choline salicylate,Moderate
DDInter1515,Prednisone,DDInter370,Choline salicylate,Moderate
DDInter1581,Repaglinide,DDInter370,Choline salicylate,Moderate
DDInter1665,Sibutramine,DDInter370,Choline salicylate,Moderate
DDInter1713,Streptomycin,DDInter370,Choline salicylate,Moderate
DDInter1826,Tolazamide,DDInter370,Choline salicylate,Moderate
DDInter1828,Tolbutamide,DDInter370,Choline salicylate,Moderate
DDInter393,Clarithromycin,DDInter376,Ciclesonide (nasal),Moderate
DDInter1209,Miconazole,DDInter376,Ciclesonide (nasal),Moderate
DDInter393,Clarithromycin,DDInter375,Ciclesonide,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter375,Ciclesonide,Moderate
DDInter1209,Miconazole,DDInter375,Ciclesonide,Moderate
DDInter378,Cidofovir,DDInter86,Amphotericin B (cholesteryl sulfate),Major
DDInter378,Cidofovir,DDInter88,Amphotericin B (liposomal),Major
DDInter378,Cidofovir,DDInter706,Exenatide,Moderate
DDInter378,Cidofovir,DDInter1004,Kanamycin,Major
DDInter378,Cidofovir,DDInter1277,Neomycin,Major
DDInter378,Cidofovir,DDInter1334,Olsalazine,Major
DDInter378,Cidofovir,DDInter1489,Polymyxin B,Major
DDInter378,Cidofovir,DDInter1713,Streptomycin,Major
DDInter378,Cidofovir,DDInter1725,Sulfasalazine,Major
DDInter1886,Trospium,DDInter378,Cidofovir,Moderate
DDInter378,Cidofovir,DDInter1916,Vancomycin,Major
DDInter367,Cholecalciferol,DDInter1115,Magnesium citrate,Moderate
DDInter367,Cholecalciferol,DDInter1118,Magnesium hydroxide,Moderate
DDInter379,Cilostazol,DDInter307,Castor oil,Moderate
DDInter380,Cimetidine,DDInter379,Cilostazol,Moderate
DDInter385,Cisapride,DDInter379,Cilostazol,Major
DDInter379,Cilostazol,DDInter393,Clarithromycin,Major
DDInter416,Clotrimazole,DDInter379,Cilostazol,Moderate
DDInter379,Cilostazol,DDInter518,Dexfenfluramine,Moderate
DDInter581,Dolasetron,DDInter379,Cilostazol,Major
DDInter379,Cilostazol,DDInter629,Eliglustat,Moderate
DDInter676,Esomeprazole,DDInter379,Cilostazol,Moderate
DDInter712,Famotidine,DDInter379,Cilostazol,Moderate
DDInter717,Fenfluramine,DDInter379,Cilostazol,Moderate
DDInter379,Cilostazol,DDInter832,Glycerin,Moderate
DDInter840,Granisetron,DDInter379,Cilostazol,Moderate
DDInter379,Cilostazol,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter379,Cilostazol,Moderate
DDInter1022,Lansoprazole,DDInter379,Cilostazol,Major
DDInter1055,Levofloxacin,DDInter379,Cilostazol,Moderate
DDInter1088,Loperamide,DDInter379,Cilostazol,Moderate
DDInter379,Cilostazol,DDInter1115,Magnesium citrate,Moderate
DDInter379,Cilostazol,DDInter1118,Magnesium hydroxide,Moderate
DDInter1202,Metronidazole,DDInter379,Cilostazol,Minor
DDInter1209,Miconazole,DDInter379,Cilostazol,Moderate
DDInter379,Cilostazol,DDInter1223,Mineral oil,Moderate
DDInter1342,Ondansetron,DDInter379,Cilostazol,Moderate
DDInter1382,Palonosetron,DDInter379,Cilostazol,Moderate
DDInter1389,Papaverine,DDInter379,Cilostazol,Major
DDInter379,Cilostazol,DDInter1443,Phenolphthalein,Moderate
DDInter379,Cilostazol,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter379,Cilostazol,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1665,Sibutramine,DDInter379,Cilostazol,Moderate
DDInter16,Acetohexamide,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter58,Aluminum hydroxide,Minor
DDInter380,Cimetidine,DDInter74,Aminophylline,Moderate
DDInter380,Cimetidine,DDInter82,Amoxapine,Moderate
DDInter380,Cimetidine,DDInter90,Amprenavir,Minor
DDInter380,Cimetidine,DDInter98,Anisindione,Moderate
DDInter380,Cimetidine,DDInter128,Astemizole,Major
DDInter380,Cimetidine,DDInter159,Bacampicillin,Moderate
DDInter380,Cimetidine,DDInter241,Bromfenac,Minor
DDInter256,Butabarbital,DDInter380,Cimetidine,Minor
DDInter257,Butalbital,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter271,Calcium carbonate,Minor
DDInter380,Cimetidine,DDInter975,Iron,Minor
DDInter380,Cimetidine,DDInter303,Carteolol,Moderate
DDInter341,Cerivastatin,DDInter380,Cimetidine,Moderate
DDInter363,Chlorpromazine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter385,Cisapride,Major
DDInter388,Citalopram,DDInter380,Cimetidine,Major
DDInter380,Cimetidine,DDInter393,Clarithromycin,Minor
DDInter401,Clobazam,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter410,Clomipramine,Moderate
DDInter380,Cimetidine,DDInter411,Clonazepam,Moderate
DDInter380,Cimetidine,DDInter413,Clopidogrel,Moderate
DDInter380,Cimetidine,DDInter414,Clorazepic acid,Moderate
DDInter419,Clozapine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter425,Cobimetinib,Moderate
DDInter380,Cimetidine,DDInter431,Colchicine,Moderate
DDInter440,Conjugated estrogens (topical),DDInter380,Cimetidine,Minor
DDInter447,Creatine,DDInter380,Cimetidine,Minor
DDInter458,Cyclosporine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter462,Dabrafenib,Moderate
DDInter380,Cimetidine,DDInter465,Dacomitinib,Moderate
DDInter380,Cimetidine,DDInter468,Dalfampridine,Moderate
DDInter480,Darifenacin,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter481,Darolutamide,Minor
DDInter380,Cimetidine,DDInter484,Dasatinib,Major
DDInter380,Cimetidine,DDInter496,Delavirdine,Moderate
DDInter380,Cimetidine,DDInter504,Desipramine,Moderate
DDInter380,Cimetidine,DDInter511,Desvenlafaxine,Minor
DDInter380,Cimetidine,DDInter531,Dezocine,Moderate
DDInter380,Cimetidine,DDInter534,Diazepam,Moderate
DDInter542,Dicoumarol,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter545,Dienestrol (topical),Minor
DDInter548,Diethylstilbestrol,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter553,Digitoxin,Minor
DDInter554,Digoxin,DDInter380,Cimetidine,Minor
DDInter557,Dihydroergotamine,DDInter380,Cimetidine,Moderate
DDInter575,Disopyramide,DDInter380,Cimetidine,Minor
DDInter1913,Valproic acid,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter577,Dobutamine,Moderate
DDInter380,Cimetidine,DDInter578,Docetaxel,Moderate
DDInter580,Dofetilide,DDInter380,Cimetidine,Major
DDInter380,Cimetidine,DDInter581,Dolasetron,Minor
DDInter380,Cimetidine,DDInter583,Donepezil,Moderate
DDInter380,Cimetidine,DDInter585,Doravirine,Minor
DDInter380,Cimetidine,DDInter593,Doxepin,Moderate
DDInter380,Cimetidine,DDInter594,Doxepin (topical),Moderate
DDInter380,Cimetidine,DDInter602,Dronedarone,Moderate
DDInter608,Duloxetine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter611,Dutasteride,Moderate
DDInter380,Cimetidine,DDInter612,Duvelisib,Moderate
DDInter380,Cimetidine,DDInter625,Elagolix,Moderate
DDInter627,Eletriptan,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter629,Eliglustat,Major
DDInter644,Enoxacin,DDInter380,Cimetidine,Minor
DDInter647,Entecavir,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter648,Entrectinib,Moderate
DDInter655,Epirubicin,DDInter380,Cimetidine,Major
DDInter662,Ergocalciferol,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter664,Ergometrine,Moderate
DDInter380,Cimetidine,DDInter665,Ergotamine,Moderate
DDInter380,Cimetidine,DDInter667,Erlotinib,Moderate
DDInter670,Erythromycin,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter672,Escitalopram,Moderate
DDInter675,Esmolol,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter677,Estazolam,Moderate
DDInter380,Cimetidine,DDInter678,Esterified estrogens,Minor
DDInter380,Cimetidine,DDInter680,Estradiol (topical),Minor
DDInter380,Cimetidine,DDInter682,Estrone,Minor
DDInter380,Cimetidine,DDInter683,Estrone sulfate,Minor
DDInter380,Cimetidine,DDInter684,Estrone sulfate (topical),Minor
DDInter380,Cimetidine,DDInter699,Etodolac,Minor
DDInter380,Cimetidine,DDInter703,Etravirine,Moderate
DDInter380,Cimetidine,DDInter704,Everolimus,Moderate
DDInter380,Cimetidine,DDInter714,Fedratinib,Moderate
DDInter380,Cimetidine,DDInter716,Felodipine,Moderate
DDInter380,Cimetidine,DDInter721,Fenoprofen,Minor
DDInter380,Cimetidine,DDInter725,Ferrous fumarate,Minor
DDInter380,Cimetidine,DDInter726,Ferrous gluconate,Minor
DDInter380,Cimetidine,DDInter727,Ferrous sulfate anhydrous,Minor
DDInter380,Cimetidine,DDInter731,Fesoterodine,Moderate
DDInter380,Cimetidine,DDInter737,Fingolimod,Moderate
DDInter380,Cimetidine,DDInter740,Flecainide,Moderate
DDInter380,Cimetidine,DDInter741,Flibanserin,Moderate
DDInter380,Cimetidine,DDInter757,Fluorouracil,Minor
DDInter380,Cimetidine,DDInter762,Flurazepam,Moderate
DDInter380,Cimetidine,DDInter763,Flurbiprofen,Minor
DDInter380,Cimetidine,DDInter822,Glasdegib,Moderate
DDInter825,Glimepiride,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter826,Glipizide,Moderate
DDInter380,Cimetidine,DDInter831,Glyburide,Moderate
DDInter380,Cimetidine,DDInter847,Guanfacine,Moderate
DDInter380,Cimetidine,DDInter850,Halazepam,Moderate
DDInter380,Cimetidine,DDInter852,Halofantrine,Major
DDInter380,Cimetidine,DDInter532,Diamorphine,Moderate
DDInter890,Hydromorphone,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter893,Hydroxychloroquine,Moderate
DDInter380,Cimetidine,DDInter895,Hydroxyzine,Minor
DDInter380,Cimetidine,DDInter899,Ibrutinib,Moderate
DDInter380,Cimetidine,DDInter909,Imatinib,Moderate
DDInter912,Imipramine,DDInter380,Cimetidine,Moderate
DDInter921,Indomethacin,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter973,Irinotecan,Moderate
DDInter380,Cimetidine,DDInter974,Irinotecan (liposomal),Moderate
DDInter380,Cimetidine,DDInter977,Iron protein succinylate,Minor
DDInter380,Cimetidine,DDInter980,Isavuconazonium,Moderate
DDInter993,Isradipine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter994,Istradefylline,Moderate
DDInter380,Cimetidine,DDInter995,Itraconazole,Moderate
DDInter380,Cimetidine,DDInter996,Ivabradine,Moderate
DDInter380,Cimetidine,DDInter997,Ivacaftor,Moderate
DDInter380,Cimetidine,DDInter1001,Ixabepilone,Moderate
DDInter380,Cimetidine,DDInter1008,Ketoconazole,Moderate
DDInter380,Cimetidine,DDInter1009,Ketoprofen,Minor
DDInter380,Cimetidine,DDInter1013,Labetalol,Moderate
DDInter380,Cimetidine,DDInter1024,Lapatinib,Moderate
DDInter380,Cimetidine,DDInter1026,Larotrectinib,Moderate
DDInter380,Cimetidine,DDInter1027,Lasmiditan,Moderate
DDInter380,Cimetidine,DDInter1032,Lefamulin,Moderate
DDInter380,Cimetidine,DDInter1034,Lemborexant,Major
DDInter380,Cimetidine,DDInter1051,Levobupivacaine,Moderate
DDInter380,Cimetidine,DDInter1043,Levacetylmethadol,Major
DDInter380,Cimetidine,DDInter1062,Levorphanol,Moderate
DDInter1064,Levothyroxine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1085,Lomitapide,Moderate
DDInter380,Cimetidine,DDInter1086,Lomustine,Major
DDInter380,Cimetidine,DDInter1087,Lonafarnib,Major
DDInter380,Cimetidine,DDInter1094,Lorlatinib,Moderate
DDInter1098,Lovastatin,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1102,Lumateperone,Moderate
DDInter380,Cimetidine,DDInter1104,Lurasidone,Moderate
DDInter380,Cimetidine,DDInter1105,Lurbinectedin,Moderate
DDInter380,Cimetidine,DDInter1111,Macitentan,Moderate
DDInter380,Cimetidine,DDInter1112,Magaldrate,Minor
DDInter380,Cimetidine,DDInter1113,Magnesium carbonate,Minor
DDInter380,Cimetidine,DDInter1118,Magnesium hydroxide,Minor
DDInter380,Cimetidine,DDInter1119,Magnesium oxide,Minor
DDInter380,Cimetidine,DDInter1125,Maraviroc,Moderate
DDInter380,Cimetidine,DDInter1128,Mebendazole,Minor
DDInter380,Cimetidine,DDInter1135,Meclofenamic acid,Minor
DDInter380,Cimetidine,DDInter1139,Mefenamic acid,Minor
DDInter380,Cimetidine,DDInter1142,Melatonin,Minor
DDInter380,Cimetidine,DDInter1144,Melphalan,Minor
DDInter380,Cimetidine,DDInter1146,Memantine,Minor
DDInter1150,Meperidine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1190,Methylphenobarbital,Minor
DDInter1166,Methadone,DDInter380,Cimetidine,Moderate
DDInter1173,Methohexital,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1136,Mecobalamin,Minor
DDInter1187,Methylergometrine,DDInter380,Cimetidine,Moderate
DDInter1194,Methysergide,DDInter380,Cimetidine,Moderate
DDInter1200,Metoprolol,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1202,Metronidazole,Minor
DDInter380,Cimetidine,DDInter1212,Midazolam,Moderate
DDInter1213,Midodrine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1214,Midostaurin,Moderate
DDInter380,Cimetidine,DDInter1215,Mifepristone,Moderate
DDInter380,Cimetidine,DDInter1229,Mirabegron,Minor
DDInter1230,Mirtazapine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1236,Modafinil,Minor
DDInter380,Cimetidine,DDInter1243,Moricizine,Moderate
DDInter1254,Nabumetone,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1255,Nadolol,Moderate
DDInter380,Cimetidine,DDInter1257,Nalbuphine,Moderate
DDInter380,Cimetidine,DDInter1261,Naloxegol,Minor
DDInter380,Cimetidine,DDInter1266,Naproxen,Moderate
DDInter1276,Nelfinavir,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1281,Neratinib,Major
DDInter380,Cimetidine,DDInter1287,Nicardipine,Moderate
DDInter1290,Nicotine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1293,Nilotinib,Moderate
DDInter1295,Nimodipine,DDInter380,Cimetidine,Moderate
DDInter1298,Nisoldipine,DDInter380,Cimetidine,Moderate
DDInter1300,Nitisinone,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1316,Nortriptyline,Moderate
DDInter380,Cimetidine,DDInter1327,Olaparib,Moderate
DDInter380,Cimetidine,DDInter1329,Oliceridine,Moderate
DDInter380,Cimetidine,DDInter1344,Opium,Moderate
DDInter380,Cimetidine,DDInter1351,Osilodrostat,Moderate
DDInter380,Cimetidine,DDInter1352,Osimertinib,Moderate
DDInter380,Cimetidine,DDInter1358,Oxaprozin,Minor
DDInter380,Cimetidine,DDInter1363,Oxtriphylline,Moderate
DDInter1366,Oxycodone,DDInter380,Cimetidine,Major
DDInter380,Cimetidine,DDInter1372,Oxymorphone,Moderate
DDInter380,Cimetidine,DDInter1376,Ozanimod,Moderate
DDInter380,Cimetidine,DDInter1378,Paclitaxel (protein-bound),Moderate
DDInter380,Cimetidine,DDInter1379,Palbociclib,Moderate
DDInter380,Cimetidine,DDInter1387,Panobinostat,Moderate
DDInter380,Cimetidine,DDInter1397,Paroxetine,Moderate
DDInter380,Cimetidine,DDInter1400,Pazopanib,Major
DDInter380,Cimetidine,DDInter1414,Pemetrexed,Moderate
DDInter380,Cimetidine,DDInter1415,Pemigatinib,Moderate
DDInter380,Cimetidine,DDInter1417,Penbutolol,Moderate
DDInter380,Cimetidine,DDInter1421,Pentazocine,Moderate
DDInter1423,Pentobarbital,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1426,Pentoxifylline,Moderate
DDInter380,Cimetidine,DDInter1435,Pexidartinib,Moderate
DDInter380,Cimetidine,DDInter1442,Phenobarbital,Minor
DDInter1460,Phenytoin,DDInter380,Cimetidine,Major
DDInter380,Cimetidine,DDInter1462,Physostigmine,Moderate
DDInter380,Cimetidine,DDInter1467,Pimavanserin,Moderate
DDInter1469,Pimecrolimus (topical),DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1470,Pimozide,Major
DDInter380,Cimetidine,DDInter1471,Pindolol,Moderate
DDInter380,Cimetidine,DDInter1477,Pirfenidone,Moderate
DDInter380,Cimetidine,DDInter1478,Piroxicam,Minor
DDInter380,Cimetidine,DDInter1480,Pitolisant,Moderate
DDInter380,Cimetidine,DDInter1485,Polatuzumab vedotin,Moderate
DDInter380,Cimetidine,DDInter1492,Ponatinib,Minor
DDInter380,Cimetidine,DDInter1494,Posaconazole,Moderate
DDInter380,Cimetidine,DDInter1504,Pralsetinib,Moderate
DDInter1505,Pramipexole,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1508,Prasugrel,Minor
DDInter380,Cimetidine,DDInter1510,Praziquantel,Minor
DDInter380,Cimetidine,DDInter1521,Primidone,Minor
DDInter380,Cimetidine,DDInter1524,Procainamide,Moderate
DDInter380,Cimetidine,DDInter1534,Propafenone,Moderate
DDInter380,Cimetidine,DDInter528,Dextropropoxyphene,Moderate
DDInter380,Cimetidine,DDInter1539,Propranolol,Moderate
DDInter1543,Protriptyline,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1552,Quazepam,Moderate
DDInter380,Cimetidine,DDInter1553,Quetiapine,Minor
DDInter380,Cimetidine,DDInter1555,Quinestrol,Minor
DDInter380,Cimetidine,DDInter1556,Quinidine,Moderate
DDInter1557,Quinine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1563,Raltegravir,Minor
DDInter380,Cimetidine,DDInter1564,Ramelteon,Moderate
DDInter1570,Ranolazine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1572,Rasagiline,Moderate
DDInter380,Cimetidine,DDInter1579,Remifentanil,Moderate
DDInter380,Cimetidine,DDInter1581,Repaglinide,Moderate
DDInter380,Cimetidine,DDInter1584,Retapamulin (topical),Minor
DDInter380,Cimetidine,DDInter1588,Ribociclib,Moderate
DDInter380,Cimetidine,DDInter1595,Rilpivirine,Major
DDInter1597,Rimantadine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1601,Ripretinib,Moderate
DDInter380,Cimetidine,DDInter1605,Risperidone,Minor
DDInter380,Cimetidine,DDInter1609,Rivaroxaban,Moderate
DDInter380,Cimetidine,DDInter1610,Rivastigmine,Moderate
DDInter380,Cimetidine,DDInter1614,Roflumilast,Moderate
DDInter1619,Ropinirole,DDInter380,Cimetidine,Moderate
DDInter1620,Ropivacaine,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1628,Ruxolitinib,Minor
DDInter380,Cimetidine,DDInter1646,Saxagliptin,Moderate
DDInter1650,Secobarbital,DDInter380,Cimetidine,Minor
DDInter380,Cimetidine,DDInter1658,Selpercatinib,Major
DDInter380,Cimetidine,DDInter1659,Selumetinib,Moderate
DDInter380,Cimetidine,DDInter1665,Sibutramine,Minor
DDInter1666,Sildenafil,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1667,Silodosin,Moderate
DDInter380,Cimetidine,DDInter1675,Simvastatin,Moderate
DDInter380,Cimetidine,DDInter1676,Siponimod,Major
DDInter380,Cimetidine,DDInter1678,Sirolimus,Moderate
DDInter380,Cimetidine,DDInter1683,Sodium bicarbonate,Minor
DDInter380,Cimetidine,DDInter1696,Solifenacin,Moderate
DDInter380,Cimetidine,DDInter1701,Sonidegib,Moderate
DDInter1704,Sotalol,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1711,Stiripentol,Moderate
DDInter380,Cimetidine,DDInter1718,Sufentanil,Moderate
DDInter380,Cimetidine,DDInter1729,Sulindac,Minor
DDInter380,Cimetidine,DDInter1733,Suvorexant,Moderate
DDInter1734,Tacrine,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1735,Tacrolimus,Moderate
DDInter380,Cimetidine,DDInter1736,Tadalafil,Moderate
DDInter380,Cimetidine,DDInter1744,Tamoxifen,Major
DDInter380,Cimetidine,DDInter1745,Tamsulosin,Moderate
DDInter380,Cimetidine,DDInter1747,Tasimelteon,Moderate
DDInter380,Cimetidine,DDInter1750,Tazemetostat,Moderate
DDInter380,Cimetidine,DDInter1763,Temsirolimus,Moderate
DDInter380,Cimetidine,DDInter1768,Terbinafine,Minor
DDInter1770,Terfenadine,DDInter380,Cimetidine,Major
DDInter380,Cimetidine,DDInter1771,Teriflunomide,Moderate
DDInter380,Cimetidine,DDInter1789,Thalidomide,Moderate
DDInter1791,Theophylline,DDInter380,Cimetidine,Moderate
DDInter380,Cimetidine,DDInter1795,Thiopental,Minor
DDInter380,Cimetidine,DDInter1796,Thioridazine,Major
